 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
3406,456,8576,46.556,58.053,0,0.125,1.444,2.646,5.423,12.124,3.4e38
3407,456,8577,47.099,57.825,0,0.224,1.419,2.542,5.069,10.982,3.4e38
3408,456,8578,46.427,57.672,0,0.106,1.411,2.594,5.389,12.319,3.4e38
3409,456,8580,46.214,56.707,0,0.160,1.411,2.512,4.972,10.694,3.4e38
3410,456,8582,46.579,56.714,0,0.175,1.403,2.507,4.988,10.786,3.4e38
3411,457,8584,41.843,87.524,0,0.173,1.771,3.714,8.457,20.408,3.4e38
3412,457,8586,41.883,86.697,0,0.141,1.589,3.127,6.811,15.989,3.4e38
3413,457,8587,43.018,86.016,0,0.155,1.551,3.043,6.664,15.794,3.4e38
3414,458,8588,45.278,56.011,0,0.177,1.450,2.699,5.620,12.724,3.4e38
3415,458,8589,45.547,55.986,0,0.235,1.394,2.445,4.748,9.980,3.4e38
3416,458,8590,45.998,56.742,0,0.288,1.436,2.588,5.175,11.223,3.4e38
3417,458,8592,46.584,56.515,0,0.249,1.475,2.708,5.492,12.020,3.4e38
3418,458,8593,46.476,56.573,0,0.276,1.448,2.599,5.151,11.046,3.4e38
3419,458,8594,46.537,56.996,0,0.116,1.480,2.773,5.794,13.158,3.4e38
3420,458,8595,46.209,56.324,0,0.201,1.527,2.877,5.976,13.352,3.4e38
3421,458,8596,46.559,57.146,0,0.225,1.387,2.393,4.544,9.294,3.4e38
3422,458,8597,46.097,56.316,0,0.224,1.484,2.736,5.570,12.217,3.4e38
3423,458,8599,45.797,55.957,0,0.236,1.419,2.558,5.132,11.181,3.4e38
3424,458,8600,46.270,55.790,0,0.315,1.465,2.661,5.333,11.521,3.4e38
3425,458,8602,46.978,55.898,0,0.323,1.445,2.648,5.407,11.990,3.4e38
3426,459,8601,42.800,84.890,0,0.110,1.428,2.618,5.385,12.113,3.4e38
3427,459,8603,42.700,87.153,0,0.213,1.491,2.774,5.719,12.748,3.4e38
3428,460,8605,46.930,55.770,0,0.316,1.468,2.697,5.490,12.084,3.4e38
3429,460,8607,45.976,54.618,0,0.260,1.551,2.950,6.180,13.907,3.4e38
3430,460,8609,46.145,56.017,0,0.232,1.428,2.568,5.134,11.143,3.4e38
3431,460,8610,46.255,56.333,0,0.261,1.498,2.783,5.711,12.640,3.4e38
3432,460,8611,46.608,55.973,0,0.329,1.392,2.445,4.774,10.149,3.4e38
3433,460,8612,47.157,56.771,0,0.257,1.492,2.786,5.780,13.004,3.4e38
3434,460,8614,46.708,56.449,0,0.188,1.434,2.578,5.141,11.117,3.4e38
3435,460,8615,45.857,56.423,0,0.174,1.605,3.228,7.211,17.372,3.4e38
3436,460,8616,44.692,56.534,0,0.194,1.393,2.452,4.787,10.132,3.4e38
3437,461,8606,41.689,86.275,0,0.242,1.599,3.143,6.802,15.789,3.4e38
3438,461,8608,42.330,86.313,0,0.253,1.481,2.757,5.724,12.932,3.4e38
3439,462,8617,31.475,75.637,0,0.169,1.341,2.315,4.474,9.478,3.4e38
3440,462,8619,31.727,76.320,0,0.196,1.517,2.872,6.037,13.728,3.4e38
3441,463,8618,44.342,85.672,0,0.143,1.542,3.018,6.582,15.528,3.4e38
3442,463,8620,41.083,86.736,0,0.123,1.316,2.215,4.145,8.458,3.4e38
3443,464,8623,30.167,75.526,0,0.221,1.503,2.807,5.793,12.892,3.4e38
3444,464,8624,28.729,74.251,0,0.274,1.412,2.482,4.813,10.069,3.4e38
3445,464,8625,28.625,74.655,0,0.315,1.341,2.261,4.192,8.380,3.4e38
3446,464,8626,28.711,74.494,0,0.285,1.384,2.392,4.546,9.308,3.4e38
3447,464,8627,29.036,74.681,0,0.466,1.408,2.483,4.847,10.243,3.4e38
3448,464,8628,28.873,74.240,0,0.202,1.421,2.519,4.923,10.370,3.4e38
3449,464,8629,29.171,74.628,0,0.384,1.384,2.399,4.586,9.465,3.4e38
3450,464,8630,29.053,74.645,0,0.271,1.406,2.492,4.892,10.399,3.4e38
3451,464,8631,28.419,74.302,0,0.301,1.390,2.411,4.597,9.427,3.4e38
3452,465,8634,28.641,73.539,0,0.255,1.352,2.299,4.309,8.721,3.4e38
3453,465,8636,28.614,72.776,0,0.253,1.426,2.534,4.979,10.576,3.4e38
3454,465,8637,28.649,72.772,0,0.151,1.402,2.460,4.778,10.062,3.4e38
3455,465,8639,28.640,74.481,0,0.070,1.191,1.863,3.263,6.321,3.4e38
3456,465,8640,30.692,75.128,0,0.156,1.345,2.311,4.426,9.261,3.4e38
3457,465,8641,31.397,74.201,0,0.165,1.523,2.958,6.410,15.040,3.4e38
3458,465,8642,32.372,74.293,0,0.162,1.568,3.066,6.667,15.675,3.4e38
3459,466,8643,87.796,75.130,0,0.051,1.249,2.222,4.616,10.787,3.4e38
3460,466,8645,88.301,83.646,0,0.080,1.256,2.091,3.968,8.424,3.4e38
3461,467,8648,32.769,75.500,0,0.277,1.417,2.531,5.021,10.817,3.4e38
3462,467,8649,33.367,75.784,0,0.239,1.489,2.803,5.879,13.388,3.4e38
3463,467,8651,33.898,75.205,0,0.316,1.557,3.002,6.411,14.786,3.4e38
3464,467,8652,34.428,75.304,0,0.305,1.417,2.535,5.032,10.829,3.4e38
3465,468,8669,82.575,10.019,0,0.060,1.172,1.846,3.310,6.686,3.4e38
3466,468,8671,80.326,3.199,0,0.069,1.316,2.306,4.623,10.340,3.4e38
3467,469,8698,92.482,89.621,0,0.109,1.424,2.554,5.068,10.858,3.4e38
3468,469,8699,91.623,89.877,0,0.163,1.440,2.581,5.101,10.874,3.4e38
3469,469,8700,91.661,89.946,0,0.162,1.472,2.717,5.582,12.459,3.4e38
3470,469,8701,91.186,89.718,0,0.167,1.374,2.389,4.599,9.593,3.4e38
3471,469,8702,91.118,90.033,0,0.199,1.462,2.716,5.633,12.704,3.4e38
3472,469,8703,91.607,89.365,0,0.186,1.235,1.973,3.505,6.829,3.4e38
3473,469,8704,92.230,90.689,0,0.089,1.357,2.325,4.428,9.180,3.4e38
3474,470,8705,52.540,88.059,0,0.406,1.494,2.777,5.706,12.638,3.4e38
3475,470,8706,54.514,87.257,0,0.323,1.593,3.094,6.603,15.097,3.4e38
3476,471,8707,92.626,90.663,0,0.117,1.371,2.355,4.463,9.140,3.4e38
3477,471,8708,91.717,90.105,0,0.214,1.462,2.656,5.322,11.492,3.4e38
3478,471,8709,91.853,89.836,0,0.196,1.482,2.720,5.515,12.072,3.4e38
3479,471,8710,92.729,90.144,0,0.135,1.503,2.837,5.961,13.585,3.4e38
3480,471,8711,92.182,90.395,0,0.193,1.441,2.603,5.220,11.343,3.4e38
3481,471,8713,92.697,90.581,0,0.389,1.438,2.587,5.149,11.090,3.4e38
3482,471,8714,92.281,90.661,0,0.307,1.428,2.534,4.953,10.443,3.4e38
3483,471,8715,91.971,90.605,0,0.136,1.340,2.313,4.472,9.485,3.4e38
3484,472,8738,29.616,56.516,0,0.157,1.517,2.900,6.201,14.428,3.4e38
3485,472,8739,30.679,57.340,0,0.320,1.462,2.641,5.255,11.264,3.4e38
3486,472,8740,29.969,57.281,0,0.355,1.403,2.482,4.868,10.348,3.4e38
3487,472,8741,30.652,58.620,0,0.369,1.463,2.652,5.292,11.362,3.4e38
3488,472,8742,31.268,59.149,0,0.437,1.429,2.539,4.972,10.494,3.4e38
3489,472,8743,30.390,58.971,0,0.409,1.396,2.452,4.756,9.974,3.4e38
3490,472,8744,30.717,57.709,0,0.309,1.350,2.283,4.250,8.540,3.4e38
3491,472,8745,30.268,57.819,0,0.356,1.402,2.466,4.797,10.103,3.4e38
3492,472,8746,29.841,57.204,0,0.388,1.404,2.456,4.733,9.837,3.4e38
3493,472,8747,30.504,57.903,0,0.305,1.420,2.519,4.936,10.450,3.4e38
3494,472,8748,30.192,58.096,0,0.227,1.484,2.751,5.649,12.534,3.4e38
3495,472,8749,29.971,57.271,0,0.221,1.394,2.469,4.886,10.541,3.4e38
3496,472,8750,30.359,57.186,0,0.187,1.449,2.627,5.270,11.435,3.4e38
3497,472,8751,30.461,58.119,0,0.248,1.546,2.937,6.136,13.764,3.4e38
3498,472,8752,31.065,57.563,0,0.255,1.457,2.648,5.330,11.606,3.4e38
3499,472,8753,30.489,57.215,0,0.283,1.451,2.624,5.237,11.280,3.4e38
3500,472,8755,30.369,57.087,0,0.425,1.434,2.583,5.156,11.145,3.4e38
3501,472,8756,30.627,57.475,0,0.451,1.392,2.399,4.527,9.168,3.4e38
3502,472,8757,31.670,57.102,0,0.789,1.435,2.553,4.999,10.530,3.4e38
3503,472,8758,31.868,57.088,0,0.427,1.497,2.780,5.696,12.564,3.4e38
3504,472,8759,30.759,57.698,0,0.419,1.383,2.380,4.501,9.162,3.4e38
3505,472,8760,30.425,58.229,0,0.542,1.391,2.412,4.595,9.411,3.4e38
3506,472,8761,29.812,57.905,0,0.537,1.404,2.465,4.782,10.032,3.4e38
3507,472,8762,29.120,58.356,0,0.601,1.364,2.344,4.455,9.171,3.4e38
3508,472,8764,28.690,57.235,0,0.630,1.401,2.436,4.643,9.503,3.4e38
3509,472,8765,28.524,57.346,0,0.552,1.353,2.299,4.303,8.692,3.4e38
3510,472,8766,28.229,56.748,0,0.337,1.427,2.522,4.895,10.209,3.4e38
3511,472,8767,29.152,57.209,0,0.410,1.455,2.643,5.307,11.510,3.4e38
3512,472,8768,29.058,56.288,0,0.352,1.396,2.457,4.792,10.140,3.4e38
3513,472,8769,29.263,57.177,0,0.416,1.398,2.449,4.729,9.847,3.4e38
3514,472,8770,29.502,57.660,0,0.303,1.476,2.707,5.476,11.938,3.4e38
3515,472,8771,29.929,57.572,0,0.349,1.417,2.522,4.978,10.651,3.4e38
3516,472,8772,30.426,58.274,0,0.309,1.379,2.390,4.585,9.528,3.4e38
3517,472,8773,30.279,58.426,0,0.379,1.324,2.208,4.056,8.042,3.4e38
3518,472,8774,30.515,58.347,0,0.508,1.388,2.414,4.629,9.577,3.4e38
3519,472,8775,29.432,58.528,0,0.579,1.335,2.229,4.077,8.006,3.4e38
3520,472,8776,28.532,58.159,0,0.363,1.422,2.527,4.968,10.563,3.4e38
3521,472,8777,28.563,57.979,0,0.472,1.379,2.404,4.651,9.761,3.4e38
3522,472,8778,29.129,57.537,0,0.411,1.340,2.264,4.219,8.498,3.4e38
3523,472,8779,30.053,57.015,0,0.378,1.478,2.738,5.625,12.499,3.4e38
3524,472,8780,28.741,56.517,0,0.364,1.443,2.590,5.127,10.938,3.4e38
3525,472,8781,28.801,54.745,0,0.376,1.434,2.566,5.075,10.858,3.4e38
3526,472,8782,28.908,55.675,0,0.274,1.395,2.468,4.852,10.361,3.4e38
3527,472,8783,29.300,56.674,0,0.332,1.343,2.269,4.227,8.508,3.4e38
3528,472,8785,28.844,55.603,0,0.229,1.438,2.581,5.122,10.988,3.4e38
3529,472,8786,28.416,55.829,0,0.203,1.344,2.274,4.246,8.570,3.4e38
3530,472,8787,28.442,55.750,0,0.208,1.335,2.236,4.124,8.213,3.4e38
3531,472,8788,29.226,55.601,0,0.182,1.438,2.578,5.108,10.936,3.4e38
3532,472,8790,28.600,55.896,0,0.109,1.437,2.582,5.131,11.010,3.4e38
3533,472,8791,29.286,56.432,0,0.221,1.380,2.366,4.455,9.026,3.4e38
3534,472,8793,28.771,57.402,0,0.293,1.392,2.422,4.638,9.564,3.4e38
3535,472,8794,29.613,57.028,0,0.319,1.487,2.752,5.626,12.402,3.4e38
3536,472,8795,29.491,57.231,0,0.308,1.427,2.543,5.015,10.709,3.4e38
3537,472,8796,29.397,56.594,0,0.354,1.379,2.359,4.420,8.882,3.4e38
3538,472,8797,29.429,56.393,0,0.339,1.433,2.564,5.059,10.775,3.4e38
3539,472,8798,30.033,55.954,0,0.321,1.505,2.837,5.936,13.448,3.4e38
3540,472,8799,29.585,56.460,0,0.352,1.453,2.623,5.205,11.090,3.4e38
3541,472,8800,28.490,55.232,0,0.362,1.333,2.270,4.292,8.825,3.4e38
3542,472,8801,27.959,56.095,0,0.183,1.437,2.620,5.301,11.622,3.4e38
3543,472,8802,29.136,56.603,0,0.479,1.314,2.199,4.083,8.247,3.4e38
3544,472,8803,29.206,54.945,0,0.344,1.479,2.723,5.547,12.209,3.4e38
3545,472,8804,29.513,54.117,0,0.194,1.420,2.528,4.969,10.549,3.4e38
3546,472,8805,30.670,54.678,0,0.322,1.378,2.373,4.498,9.200,3.4e38
3547,472,8806,29.996,54.110,0,0.358,1.370,2.385,4.622,9.747,3.4e38
3548,472,8807,29.943,54.110,0,0.297,1.422,2.574,5.208,11.479,3.4e38
3549,472,8808,30.099,54.184,0,0.376,1.461,2.636,5.232,11.167,3.4e38
3550,472,8809,30.036,54.058,0,0.140,1.508,2.844,5.955,13.482,3.4e38
3551,472,8811,28.540,55.263,0,0.322,1.426,2.546,5.028,10.738,3.4e38
3552,472,8812,30.048,55.117,0,0.291,1.403,2.485,4.885,10.416,3.4e38
3553,472,8813,30.776,55.472,0,0.351,1.419,2.499,4.848,10.138,3.4e38
3554,472,8814,30.055,55.855,0,0.255,1.434,2.594,5.206,11.318,3.4e38
3555,472,8815,29.431,57.049,0,0.262,1.387,2.425,4.690,9.817,3.4e38
3556,472,8816,29.803,57.475,0,0.255,1.387,2.391,4.519,9.171,3.4e38
3557,472,8817,29.229,56.466,0,0.330,1.426,2.512,4.857,10.103,3.4e38
3558,472,8818,28.785,56.874,0,0.376,1.467,2.668,5.349,11.542,3.4e38
3559,472,8819,30.375,57.093,0,0.367,1.456,2.630,5.232,11.199,3.4e38
3560,472,8820,30.181,56.683,0,0.417,1.376,2.369,4.489,9.161,3.4e38
3561,472,8821,29.539,56.595,0,0.274,1.438,2.585,5.136,11.036,3.4e38
3562,472,8822,29.626,56.504,0,0.333,1.455,2.627,5.222,11.183,3.4e38
3563,472,8823,30.596,56.150,0,0.234,1.429,2.561,5.084,10.915,3.4e38
3564,472,8824,30.587,56.389,0,0.229,1.351,2.316,4.403,9.083,3.4e38
3565,472,8825,29.760,55.844,0,0.196,1.388,2.446,4.802,10.266,3.4e38
3566,472,8826,30.420,55.545,0,0.377,1.355,2.302,4.299,8.652,3.4e38
3567,472,8827,31.135,55.500,0,0.297,1.410,2.488,4.839,10.155,3.4e38
3568,472,8828,31.791,56.104,0,0.397,1.423,2.536,5.002,10.692,3.4e38
3569,472,8829,31.520,55.438,0,0.293,1.452,2.628,5.260,11.381,3.4e38
3570,472,8830,30.826,56.023,0,0.273,1.507,2.820,5.832,13.016,3.4e38
3571,472,8831,30.789,55.626,0,0.269,1.421,2.548,5.080,10.999,3.4e38
3572,472,8832,31.167,55.395,0,0.234,1.611,3.170,6.850,15.856,3.4e38
3573,472,8833,31.074,55.405,0,0.339,1.394,2.428,4.656,9.621,3.4e38
3574,472,8834,32.211,55.999,0,0.332,1.467,2.679,5.401,11.745,3.4e38
3575,472,8835,32.738,55.993,0,0.468,1.481,2.734,5.591,12.368,3.4e38
3576,472,8836,32.798,57.094,0,0.347,1.417,2.516,4.944,10.521,3.4e38
3577,472,8837,32.597,56.723,0,0.364,1.389,2.395,4.523,9.153,3.4e38
3578,472,8838,32.683,56.427,0,0.353,1.424,2.511,4.858,10.078,3.4e38
3579,472,8839,32.311,55.859,0,0.387,1.443,2.608,5.220,11.316,3.4e38
3580,472,8840,31.321,56.243,0,0.402,1.396,2.439,4.692,9.730,3.4e38
3581,472,8841,31.125,56.546,0,0.515,1.406,2.462,4.754,9.901,3.4e38
3582,472,8842,30.193,56.838,0,0.414,1.432,2.578,5.145,11.127,3.4e38
3583,472,8843,30.313,56.567,0,0.464,1.397,2.402,4.505,9.033,3.4e38
3584,472,8844,31.733,56.778,0,0.379,1.417,2.496,4.827,10.029,3.4e38
3585,472,8845,31.715,56.925,0,0.386,1.474,2.719,5.550,12.226,3.4e38
3586,472,8846,30.445,56.661,0,0.391,1.459,2.627,5.187,10.994,3.4e38
3587,472,8847,29.429,56.849,0,0.344,1.393,2.417,4.606,9.441,3.4e38
3588,472,8849,29.264,56.227,0,0.180,1.482,2.726,5.529,12.087,3.4e38
3589,472,8851,29.227,54.558,0,0.176,1.550,2.946,6.153,13.793,3.4e38
3590,472,8852,28.750,55.768,0,0.181,1.447,2.608,5.201,11.211,3.4e38
3591,472,8854,29.398,57.149,0,0.289,1.377,2.399,4.649,9.809,3.4e38
3592,473,8853,49.580,93.605,0,0.161,1.272,2.073,3.744,7.350,3.4e38
3593,473,8855,49.381,93.476,0,0.229,1.636,3.228,6.944,15.892,3.4e38
3594,474,8857,30.938,55.583,0,0.221,1.548,2.999,6.431,14.862,3.4e38
3595,474,8858,31.468,56.128,0,0.367,1.344,2.295,4.343,8.918,3.4e38
3596,474,8859,31.358,55.865,0,0.451,1.422,2.519,4.912,10.316,3.4e38
3597,474,8860,30.165,55.747,0,0.322,1.363,2.365,4.564,9.578,3.4e38
3598,474,8861,29.704,55.349,0,0.399,1.298,2.122,3.804,7.340,3.4e38
3599,474,8862,30.068,54.781,0,0.253,1.482,2.776,5.786,13.063,3.4e38
3600,474,8863,29.600,54.677,0,0.367,1.365,2.322,4.335,8.708,3.4e38
3601,474,8864,29.349,54.497,0,0.263,1.429,2.580,5.178,11.281,3.4e38
3602,474,8865,29.390,54.031,0,0.362,1.377,2.380,4.543,9.375,3.4e38
3603,474,8866,29.553,54.545,0,0.314,1.298,2.122,3.814,7.396,3.4e38
3604,474,8867,29.153,55.362,0,0.391,1.462,2.671,5.408,11.849,3.4e38
3605,474,8868,29.833,55.114,0,0.236,1.425,2.557,5.097,11.031,3.4e38
3606,474,8869,29.220,55.458,0,0.293,1.435,2.581,5.154,11.175,3.4e38
3607,474,8870,29.785,55.061,0,0.208,1.496,2.838,6.014,13.855,3.4e38
3608,474,8871,30.228,53.995,0,0.266,1.391,2.470,4.898,10.587,3.4e38
3609,474,8872,29.748,54.088,0,0.388,1.392,2.445,4.758,10.033,3.4e38
3610,474,8873,28.823,53.747,0,0.384,1.437,2.575,5.095,10.892,3.4e38
3611,474,8874,29.365,54.030,0,0.280,1.405,2.518,5.048,11.047,3.4e38
3612,474,8875,30.191,53.927,0,0.234,1.468,2.678,5.394,11.714,3.4e38
3613,474,8877,30.419,52.734,0,0.285,1.368,2.350,4.456,9.133,3.4e38
3614,474,8878,30.296,52.947,0,0.337,1.531,2.908,6.104,13.816,3.4e38
3615,474,8880,30.138,53.140,0,0.295,1.449,2.623,5.261,11.436,3.4e38
3616,474,8881,30.332,53.129,0,0.323,1.419,2.503,4.868,10.210,3.4e38
3617,474,8882,29.944,52.935,0,0.257,1.453,2.676,5.482,12.177,3.4e38
3618,474,8883,30.415,53.771,0,0.254,1.458,2.607,5.108,10.728,3.4e38
3619,474,8884,29.879,52.573,0,0.254,1.507,2.830,5.877,13.177,3.4e38
3620,474,8885,30.674,53.995,0,0.304,1.450,2.640,5.329,11.635,3.4e38
3621,474,8886,30.327,54.619,0,0.314,1.359,2.328,4.404,9.016,3.4e38
3622,474,8887,30.753,55.031,0,0.396,1.396,2.458,4.806,10.200,3.4e38
3623,474,8888,30.718,54.141,0,0.428,1.387,2.421,4.688,9.855,3.4e38
3624,474,8890,31.711,54.151,0,0.443,1.365,2.341,4.432,9.067,3.4e38
3625,474,8891,31.545,54.080,0,0.270,1.444,2.608,5.202,11.206,3.4e38
3626,474,8893,30.713,53.387,0,0.347,1.389,2.433,4.730,9.988,3.4e38
3627,474,8894,30.579,53.532,0,0.340,1.461,2.642,5.265,11.320,3.4e38
3628,474,8895,29.750,54.349,0,0.112,1.415,2.483,4.798,9.988,3.4e38
3629,474,8896,30.474,54.782,0,0.231,1.314,2.188,4.022,8.011,3.4e38
3630,474,8898,29.169,53.953,0,0.288,1.417,2.529,5.005,10.725,3.4e38
3631,474,8900,29.084,53.811,0,0.199,1.401,2.494,4.949,10.689,3.4e38
3632,474,8901,29.551,52.977,0,0.357,1.435,2.583,5.154,11.133,3.4e38
3633,474,8902,29.815,53.241,0,0.460,1.390,2.418,4.651,9.694,3.4e38
3634,474,8903,28.508,53.203,0,0.364,1.430,2.545,4.993,10.557,3.4e38
3635,474,8904,28.446,52.780,0,0.341,1.413,2.489,4.826,10.083,3.4e38
3636,474,8905,28.509,52.539,0,0.199,1.239,1.939,3.321,6.120,3.4e38
3637,474,8906,29.539,52.139,0,0.290,1.428,2.571,5.132,11.083,3.4e38
3638,474,8907,30.383,52.452,0,0.414,1.493,2.756,5.613,12.320,3.4e38
3639,474,8908,30.564,52.493,0,0.316,1.373,2.372,4.531,9.372,3.4e38
3640,474,8909,30.409,52.227,0,0.400,1.466,2.680,5.413,11.813,3.4e38
3641,474,8910,30.631,52.048,0,0.268,1.378,2.404,4.643,9.703,3.4e38
3642,474,8911,30.370,52.371,0,0.322,1.348,2.302,4.355,8.948,3.4e38
3643,474,8912,30.566,53.260,0,0.331,1.390,2.404,4.566,9.324,3.4e38
3644,475,8897,96.336,95.806,0,0.237,1.401,2.448,4.719,9.820,3.4e38
3645,475,8899,96.125,95.964,0,0.194,1.404,2.483,4.868,10.340,3.4e38
3646,476,8915,28.987,53.059,0,0.338,1.416,2.536,5.048,10.905,3.4e38
3647,476,8916,28.733,53.468,0,0.356,1.385,2.391,4.535,9.252,3.4e38
3648,476,8917,28.643,53.155,0,0.253,1.526,2.850,5.864,12.981,3.4e38
3649,476,8918,29.576,53.166,0,0.194,1.505,2.842,5.960,13.527,3.4e38
3650,476,8919,28.444,53.002,0,0.188,1.682,3.416,7.578,17.910,3.4e38
3651,476,8921,28.698,52.414,0,0.209,1.317,2.236,4.235,8.775,3.4e38
3652,477,8920,52.129,94.261,0,0.128,1.444,2.670,5.520,12.426,3.4e38
3653,477,8922,51.725,94.229,0,0.174,1.372,2.423,4.811,10.487,3.4e38
3654,478,8924,28.947,53.258,0,0.295,1.424,2.529,4.944,10.409,3.4e38
3655,478,8925,28.420,53.590,0,0.204,1.386,2.442,4.797,10.272,3.4e38
3656,478,8926,29.700,53.532,0,0.155,1.526,2.904,6.133,14.016,3.4e38
3657,479,8927,49.744,92.065,0,0.117,1.605,3.274,7.419,18.079,3.4e38
3658,479,8928,51.342,92.799,0,0.258,1.657,3.321,7.280,17.036,3.4e38
3659,479,8930,51.145,93.433,0,0.312,1.455,2.648,5.341,11.659,3.4e38
3660,479,8932,51.428,93.828,0,0.279,1.553,2.974,6.282,14.281,3.4e38
3661,479,8933,51.432,94.184,0,0.145,1.387,2.470,4.926,10.745,3.4e38
3662,480,8929,28.217,52.569,0,0.183,1.518,2.856,5.946,13.369,3.4e38
3663,480,8931,29.083,54.198,0,0.119,1.340,2.316,4.474,9.430,3.4e38
3664,481,8934,29.432,53.106,0,0.149,1.634,3.268,7.190,16.953,3.4e38
3665,481,8935,29.357,52.264,0,0.321,1.395,2.432,4.678,9.718,3.4e38
3666,481,8936,29.428,52.620,0,0.197,1.466,2.708,5.553,12.319,3.4e38
3667,481,8937,28.745,51.817,0,0.262,1.437,2.577,5.110,10.943,3.4e38
3668,481,8938,28.786,52.481,0,0.280,1.372,2.347,4.409,8.910,3.4e38
3669,481,8939,29.371,52.683,0,0.143,1.401,2.432,4.623,9.420,3.4e38
3670,481,8940,29.323,52.848,0,0.223,1.394,2.408,4.555,9.249,3.4e38
3671,481,8941,29.554,52.579,0,0.197,1.433,2.523,4.868,10.063,3.4e38
3672,481,8942,31.488,52.463,0,0.141,1.490,2.724,5.464,11.764,3.4e38
3673,481,8944,30.791,52.927,0,0.245,1.409,2.524,5.055,11.060,3.4e38
3674,481,8945,30.400,52.956,0,0.251,1.428,2.585,5.212,11.422,3.4e38
3675,481,8946,30.046,52.467,0,0.311,1.453,2.633,5.271,11.391,3.4e38
3676,481,8947,29.151,52.036,0,0.198,1.633,3.265,7.182,16.920,3.4e38
3677,481,8948,29.600,52.162,0,0.249,1.381,2.411,4.669,9.821,3.4e38
3678,481,8949,28.516,52.720,0,0.245,1.520,2.860,5.940,13.297,3.4e38
3679,481,8950,28.811,53.066,0,0.204,1.333,2.278,4.327,8.943,3.4e38
3680,482,8951,51.447,93.336,0,0.319,1.492,2.759,5.624,12.341,3.4e38
3681,482,8952,50.885,93.390,0,0.337,1.496,2.768,5.659,12.481,3.4e38
3682,483,8953,30.165,52.995,0,0.354,1.446,2.614,5.242,11.384,3.4e38
3683,483,8954,30.059,52.649,0,0.215,1.437,2.607,5.252,11.467,3.4e38
3684,483,8956,29.629,54.236,0,0.171,1.383,2.401,4.628,9.705,3.4e38
3685,484,8955,51.398,92.773,0,0.454,1.376,2.359,4.437,8.964,3.4e38
3686,484,8957,51.295,92.561,0,0.214,1.404,2.469,4.803,10.115,3.4e38
3687,484,8958,50.983,92.603,0,0.247,1.532,2.916,6.136,13.916,3.4e38
3688,485,8960,30.410,55.058,0,0.182,1.431,2.537,4.943,10.355,3.4e38
3689,485,8961,29.516,55.940,0,0.250,1.339,2.296,4.394,9.186,3.4e38
3690,485,8962,28.869,55.139,0,0.261,1.450,2.648,5.371,11.807,3.4e38
3691,485,8963,28.937,55.362,0,0.242,1.481,2.751,5.687,12.767,3.4e38
3692,485,8964,28.740,55.496,0,0.297,1.432,2.583,5.171,11.215,3.4e38
3693,485,8965,29.200,55.584,0,0.308,1.396,2.442,4.710,9.794,3.4e38
3694,485,8967,29.966,54.629,0,0.320,1.424,2.546,5.050,10.868,3.4e38
3695,485,8968,30.270,53.586,0,0.312,1.403,2.451,4.716,9.778,3.4e38
3696,485,8969,30.143,54.022,0,0.261,1.424,2.567,5.131,11.095,3.4e38
3697,485,8970,31.491,53.587,0,0.396,1.320,2.189,3.982,7.789,3.4e38
3698,485,8971,31.688,53.152,0,0.358,1.354,2.305,4.334,8.826,3.4e38
3699,485,8972,32.230,53.639,0,0.291,1.386,2.395,4.553,9.324,3.4e38
3700,485,8973,31.640,53.827,0,0.312,1.299,2.133,3.845,7.466,3.4e38
3701,485,8974,31.901,54.328,0,0.323,1.452,2.629,5.268,11.417,3.4e38
3702,485,8975,32.049,54.046,0,0.311,1.524,2.919,6.222,14.354,3.4e38
3703,485,8976,31.862,54.394,0,0.292,1.470,2.681,5.390,11.692,3.4e38
3704,485,8977,32.291,54.584,0,0.354,1.473,2.705,5.492,12.037,3.4e38
3705,485,8978,32.762,54.352,0,0.287,1.302,2.145,3.891,7.637,3.4e38
3706,485,8979,32.827,54.105,0,0.269,1.442,2.603,5.202,11.249,3.4e38
3707,485,8980,32.517,54.345,0,0.348,1.371,2.339,4.383,8.828,3.4e38
3708,485,8981,32.624,53.539,0,0.323,1.367,2.333,4.367,8.776,3.4e38
3709,486,8984,31.605,52.732,0,0.320,1.453,2.626,5.233,11.246,3.4e38
3710,486,8985,31.462,53.400,0,0.379,1.312,2.166,3.930,7.681,3.4e38
3711,486,8986,31.254,53.694,0,0.341,1.489,2.716,5.432,11.648,3.4e38
3712,486,8987,31.426,53.164,0,0.426,1.378,2.381,4.545,9.382,3.4e38
3713,486,8988,31.397,53.305,0,0.438,1.400,2.432,4.632,9.471,3.4e38
3714,486,8989,32.102,53.546,0,0.164,1.319,2.227,4.189,8.607,3.4e38
3715,486,8990,32.082,53.751,0,0.295,1.559,2.988,6.302,14.256,3.4e38
3716,486,8991,32.139,53.556,0,0.223,1.419,2.487,4.780,9.852,3.4e38
3717,486,8992,31.508,53.041,0,0.345,1.400,2.500,4.968,10.733,3.4e38
3718,486,8993,30.995,51.701,0,0.266,1.527,2.871,5.952,13.281,3.4e38
3719,486,8994,31.845,52.329,0,0.342,1.400,2.461,4.788,10.094,3.4e38
3720,486,8995,31.840,53.207,0,0.343,1.370,2.389,4.645,9.858,3.4e38
3721,486,8996,31.625,52.344,0,0.281,1.355,2.315,4.371,8.940,3.4e38
3722,486,8997,30.867,52.954,0,0.375,1.471,2.719,5.586,12.434,3.4e38
