 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1007,249,2457,86.336,78.184,0,0.638,1.439,2.571,5.054,10.697,3.4e38
1008,249,2458,86.319,78.024,0,0.690,1.420,2.528,4.979,10.603,3.4e38
1009,250,2473,80.390,100.953,0,0.083,1.290,2.156,4.035,8.294,3.4e38
1010,250,2475,78.138,92.270,0,0.128,1.686,3.448,7.744,18.614,3.4e38
1011,251,2493,91.437,93.037,0,0.220,1.600,3.156,6.862,16.031,3.4e38
1012,251,2494,93.279,91.617,0,0.142,1.655,3.337,7.416,17.704,3.4e38
1013,252,2501,42.281,44.480,0,0.194,1.392,2.439,4.743,10.025,3.4e38
1014,252,2502,42.841,44.866,0,0.153,1.333,2.234,4.127,8.239,3.4e38
1015,253,2503,91.671,111.350,0,0.072,1.254,2.096,4.003,8.557,3.4e38
1016,253,2505,91.517,110.825,0,0.079,1.414,2.549,5.167,11.505,3.4e38
1017,254,2529,78.158,105.670,0,0.446,1.500,2.798,5.759,12.751,3.4e38
1018,254,2530,76.922,106.488,0,0.509,1.495,2.799,5.812,13.059,3.4e38
1019,254,2531,76.815,106.994,0,0.146,1.568,3.085,6.750,15.950,3.4e38
1020,255,2546,13.758,119.941,0,0.068,1.281,2.224,4.449,9.994,3.4e38
1021,255,2548,13.635,127.261,0,0.028,0.700,0.771,0.872,1.014,3.4e38
1022,256,2559,91.599,110.078,0,0.205,1.535,2.924,6.160,13.995,3.4e38
1023,256,2560,91.907,110.081,0,0.345,1.529,2.898,6.065,13.685,3.4e38
1024,257,2564,78.272,81.832,0,0.103,1.405,2.499,4.956,10.723,3.4e38
1025,257,2566,77.670,81.758,0,0.120,1.359,2.396,4.764,10.444,3.4e38
1026,258,2569,105.434,17.237,0,0.543,1.383,2.378,4.487,9.099,3.4e38
1027,258,2570,105.962,17.241,0,0.240,1.399,2.502,5.005,10.941,3.4e38
1028,259,2572,76.843,97.256,0,0.147,1.195,1.862,3.229,6.163,3.4e38
1029,259,2573,76.114,96.347,0,0.175,1.459,2.664,5.390,11.788,3.4e38
1030,259,2574,76.437,95.780,0,0.111,1.632,3.265,7.204,17.068,3.4e38
1031,260,2619,35.717,56.469,0,0.085,1.366,2.429,4.890,10.860,3.4e38
1032,260,2621,37.624,60.415,0,0.055,1.168,1.873,3.472,7.288,3.4e38
1033,261,2634,68.603,100.305,0,0.262,1.339,2.256,4.185,8.382,3.4e38
1034,261,2636,68.610,100.509,0,0.169,1.595,3.134,6.791,15.795,3.4e38
1035,262,2651,24.522,120.417,0,0.114,1.394,2.483,4.941,10.723,3.4e38
1036,262,2652,23.972,120.683,0,0.113,1.362,2.359,4.561,9.634,3.4e38
1037,263,2655,76.526,86.827,0,0.099,1.320,2.223,4.189,8.665,3.4e38
1038,263,2656,73.319,89.858,0,0.129,1.495,2.775,5.684,12.536,3.4e38
1039,263,2658,75.237,81.242,0,0.085,1.317,2.341,4.796,10.977,3.4e38
1040,264,2662,65.102,93.152,0,0.127,1.505,2.904,6.272,14.708,3.4e38
1041,264,2663,64.558,91.202,0,0.200,1.470,2.701,5.491,12.053,3.4e38
1042,264,2664,64.558,92.248,0,0.168,1.315,2.201,4.087,8.249,3.4e38
1043,264,2666,63.793,92.105,0,0.117,1.427,2.602,5.307,11.799,3.4e38
1044,265,2671,62.349,91.531,0,0.074,1.253,2.089,3.960,8.373,3.4e38
1045,265,2672,63.220,91.521,0,0.178,1.513,2.861,6.009,13.674,3.4e38
1046,265,2673,64.337,91.338,0,0.227,1.431,2.546,4.990,10.533,3.4e38
1047,265,2675,65.565,91.911,0,0.135,1.587,3.140,6.873,16.178,3.4e38
1048,265,2676,67.550,91.316,0,0.113,1.448,2.681,5.575,12.677,3.4e38
1049,266,2677,24.787,120.578,0,0.128,1.273,2.063,3.690,7.144,3.4e38
1050,266,2679,24.331,119.970,0,0.116,1.427,2.596,5.272,11.651,3.4e38
1051,267,2680,71.280,110.482,0,0.191,1.462,2.662,5.361,11.674,3.4e38
1052,267,2681,71.485,109.935,0,0.172,1.367,2.396,4.726,10.266,3.4e38
1053,267,2682,71.077,109.675,0,0.172,1.461,2.669,5.404,11.844,3.4e38
1054,267,2684,71.609,109.735,0,0.251,1.347,2.355,4.619,9.933,3.4e38
1055,267,2685,71.392,110.527,0,0.157,1.355,2.324,4.401,9.008,3.4e38
1056,268,2687,24.325,120.384,0,0.126,1.430,2.659,5.568,12.756,3.4e38
1057,268,2688,24.324,120.340,0,0.110,1.274,2.083,3.778,7.466,3.4e38
1058,269,2700,24.575,120.035,0,0.089,1.302,2.188,4.099,8.376,3.4e38
1059,269,2701,24.811,120.123,0,0.116,1.358,2.363,4.602,9.806,3.4e38
1060,269,2702,24.108,120.217,0,0.082,1.372,2.509,5.205,11.857,3.4e38
1061,270,2715,65.845,14.387,0,0.427,1.391,2.406,4.572,9.356,3.4e38
1062,270,2716,66.125,14.192,0,0.252,1.462,2.657,5.339,11.588,3.4e38
1063,271,2717,24.296,120.653,0,0.095,1.423,2.600,5.336,11.986,3.4e38
1064,271,2719,24.246,120.486,0,0.128,1.308,2.185,4.075,8.337,3.4e38
1065,272,2723,24.512,120.671,0,0.090,1.231,1.945,3.393,6.428,3.4e38
1066,272,2724,24.215,120.483,0,0.127,1.483,2.727,5.536,12.106,3.4e38
1067,273,2726,99.737,36.747,0,0.142,1.267,2.014,3.505,6.549,3.4e38
1068,273,2727,99.718,37.116,0,0.115,1.371,2.405,4.716,10.109,3.4e38
1069,273,2728,100.267,36.429,0,0.107,1.420,2.558,5.126,11.153,3.4e38
1070,274,2738,24.089,120.763,0,0.108,1.489,2.881,6.284,14.962,3.4e38
1071,274,2739,23.939,120.164,0,0.242,1.474,2.730,5.601,12.415,3.4e38
1072,274,2740,24.361,120.148,0,0.180,1.518,2.931,6.326,14.836,3.4e38
1073,274,2741,24.131,120.567,0,0.184,1.499,2.773,5.640,12.316,3.4e38
1074,275,2751,7.722,93.648,0,0.085,1.300,2.209,4.229,8.950,3.4e38
1075,275,2753,10.335,98.347,0,0.062,1.113,1.632,2.645,4.695,3.4e38
1076,276,2773,27.844,81.009,0,0.127,1.560,3.018,6.444,14.790,3.4e38
1077,276,2774,29.274,82.532,0,0.244,1.711,3.523,7.912,18.896,3.4e38
1078,276,2775,29.359,81.880,0,0.145,1.501,2.794,5.725,12.606,3.4e38
1079,277,2779,57.697,70.546,0,0.142,1.559,3.044,6.620,15.598,3.4e38
1080,277,2781,55.117,61.590,0,0.274,1.616,3.191,6.929,16.126,3.4e38
1081,277,2782,54.333,58.777,0,0.205,1.543,2.998,6.476,15.134,3.4e38
1082,277,2784,53.439,58.949,0,0.165,1.673,3.421,7.673,18.377,3.4e38
1083,277,2785,55.031,62.074,0,0.206,1.548,3.001,6.462,15.036,3.4e38
1084,278,2790,65.178,103.408,0,0.106,1.429,2.632,5.477,12.533,3.4e38
1085,278,2792,65.026,105.317,0,0.117,1.375,2.420,4.776,10.338,3.4e38
1086,278,2794,65.588,103.932,0,0.126,1.589,3.151,6.926,16.411,3.4e38
1087,279,2791,49.921,64.934,0,0.072,1.301,2.240,4.318,9.111,3.4e38
1088,279,2793,52.621,68.957,0,0.294,1.611,3.183,6.926,16.176,3.4e38
1089,279,2795,47.465,70.312,0,0.176,1.633,3.344,7.594,18.550,3.4e38
1090,280,2796,41.936,75.250,0,0.111,1.534,2.972,6.422,15.023,3.4e38
1091,280,2798,39.556,69.553,0,0.308,1.673,3.348,7.305,16.976,3.4e38
1092,280,2800,40.859,71.320,0,0.171,1.590,3.141,6.860,16.114,3.4e38
1093,280,2802,45.063,74.635,0,0.215,1.459,2.658,5.356,11.657,3.4e38
1094,281,2799,46.134,73.513,0,0.120,1.478,2.728,5.588,12.420,3.4e38
1095,281,2801,47.275,71.209,0,0.223,1.496,2.798,5.780,12.860,3.4e38
1096,282,2812,54.775,59.631,0,0.121,1.498,2.864,6.104,14.081,3.4e38
1097,282,2813,54.904,63.638,0,0.428,1.630,3.222,6.994,16.266,3.4e38
1098,283,2817,54.948,65.739,0,0.140,1.609,3.219,7.146,17.095,3.4e38
1099,283,2819,58.603,66.151,0,0.113,1.656,3.321,7.316,17.276,3.4e38
1100,283,2820,57.547,65.012,0,0.193,1.433,2.629,5.425,12.262,3.4e38
1101,284,2824,64.918,86.516,0,0.271,1.508,2.837,5.905,13.252,3.4e38
1102,284,2826,69.148,87.686,0,0.086,1.337,2.306,4.431,9.276,3.4e38
1103,285,2842,71.995,90.858,0,0.094,1.482,2.813,5.993,13.909,3.4e38
1104,285,2843,74.814,92.580,0,0.089,1.271,2.056,3.707,7.338,3.4e38
1105,286,2846,73.822,93.342,0,0.114,1.406,2.609,5.523,12.937,3.4e38
1106,286,2847,74.622,92.546,0,0.135,1.438,2.571,5.060,10.740,3.4e38
1107,286,2848,75.467,93.212,0,0.102,1.355,2.296,4.287,8.640,3.4e38
1108,286,2850,75.548,95.864,0,0.159,1.421,2.570,5.178,11.341,3.4e38
1109,286,2851,76.974,96.848,0,0.155,1.488,2.840,6.079,14.160,3.4e38
1110,286,2852,75.656,96.662,0,0.113,1.352,2.400,4.862,10.966,3.4e38
1111,287,2861,78.091,99.461,0,0.080,1.338,2.367,4.769,10.639,3.4e38
1112,287,2863,76.627,98.057,0,0.101,1.280,2.206,4.360,9.641,3.4e38
1113,287,2865,75.975,97.339,0,0.151,1.594,3.159,6.930,16.368,3.4e38
1114,287,2867,77.237,98.539,0,0.104,1.356,2.325,4.426,9.162,3.4e38
1115,287,2869,76.942,98.507,0,0.187,1.425,2.548,5.045,10.824,3.4e38
1116,287,2870,75.875,98.649,0,0.111,1.326,2.228,4.158,8.455,3.4e38
1117,287,2871,75.329,97.493,0,0.122,1.493,2.825,5.958,13.607,3.4e38
1118,287,2872,75.642,95.479,0,0.082,1.317,2.301,4.582,10.122,3.4e38
1119,288,2879,76.267,89.737,0,0.160,1.380,2.408,4.670,9.850,3.4e38
1120,288,2880,76.419,90.193,0,0.123,1.294,2.170,4.097,8.546,3.4e38
1121,288,2881,76.123,91.192,0,0.106,1.394,2.540,5.257,12.026,3.4e38
1122,288,2882,75.689,91.312,0,0.122,1.259,2.013,3.562,6.869,3.4e38
1123,289,2884,99.130,74.571,0,0.257,1.468,2.749,5.764,13.160,3.4e38
1124,289,2885,98.990,75.350,0,0.302,1.479,2.762,5.728,12.865,3.4e38
1125,290,2898,63.925,19.473,0,0.270,1.638,3.296,7.308,17.374,3.4e38
1126,290,2899,65.311,16.534,0,0.396,1.485,2.715,5.457,11.789,3.4e38
1127,290,2900,63.274,13.659,0,0.266,1.654,3.325,7.330,17.292,3.4e38
1128,290,2901,60.076,13.555,0,0.185,1.640,3.308,7.369,17.639,3.4e38
1129,290,2902,61.219,15.798,0,0.304,1.512,2.856,5.984,13.558,3.4e38
1130,290,2903,61.179,12.850,0,0.134,1.539,2.916,6.087,13.660,3.4e38
1131,291,2913,85.185,93.203,0,0.087,1.424,2.603,5.337,11.952,3.4e38
1132,291,2914,89.134,95.585,0,0.517,1.446,2.586,5.077,10.712,3.4e38
1133,291,2915,88.460,92.658,0,0.396,1.559,2.959,6.157,13.724,3.4e38
1134,292,2921,100.606,72.156,0,0.103,1.208,1.893,3.287,6.240,3.4e38
1135,292,2923,104.629,68.149,0,0.065,1.131,1.731,2.987,5.735,3.4e38
1136,293,2945,113.398,0.655,0,0.031,0.714,0.822,1.015,1.370,3.4e38
1137,293,2946,111.461,0.673,0,0.023,0.619,0.796,1.326,2.918,3.4e38
1138,294,2965,94.197,45.284,0,0.343,1.481,2.728,5.552,12.199,3.4e38
1139,294,2966,93.841,45.294,0,0.443,1.413,2.500,4.888,10.329,3.4e38
1140,295,2969,104.725,27.579,0,0.157,1.499,2.791,5.754,12.813,3.4e38
1141,295,2970,105.232,27.361,0,0.076,1.317,2.330,4.747,10.830,3.4e38
1142,296,2992,76.071,75.354,0,0.131,1.410,2.559,5.209,11.600,3.4e38
1143,296,2993,75.523,75.550,0,0.193,1.481,2.694,5.392,11.615,3.4e38
1144,296,2994,76.170,75.320,0,0.197,1.450,2.617,5.214,11.214,3.4e38
1145,296,2995,75.355,75.254,0,0.208,1.573,3.010,6.309,14.148,3.4e38
1146,296,2996,75.587,75.377,0,0.297,1.391,2.419,4.638,9.610,3.4e38
1147,296,2997,75.835,75.485,0,0.260,1.489,2.760,5.654,12.491,3.4e38
1148,296,2998,75.598,75.380,0,0.254,1.497,2.759,5.594,12.184,3.4e38
1149,296,2999,76.289,75.724,0,0.319,1.464,2.707,5.566,12.418,3.4e38
1150,296,3000,75.623,75.474,0,0.394,1.350,2.300,4.324,8.781,3.4e38
1151,296,3001,75.551,75.213,0,0.488,1.412,2.488,4.834,10.133,3.4e38
1152,296,3002,75.806,75.526,0,0.406,1.390,2.442,4.761,10.080,3.4e38
1153,296,3003,77.556,75.428,0,0.223,1.416,2.507,4.919,10.452,3.4e38
1154,296,3004,77.257,76.154,0,0.238,1.540,2.949,6.259,14.336,3.4e38
1155,296,3005,78.573,76.554,0,0.206,1.669,3.397,7.610,18.267,3.4e38
1156,296,3006,79.613,77.242,0,0.205,1.599,3.075,6.456,14.469,3.4e38
1157,296,3007,80.462,76.541,0,0.114,1.507,2.862,6.060,13.914,3.4e38
1158,296,3008,82.464,78.839,0,0.108,1.422,2.550,5.092,11.059,3.4e38
1159,297,3021,74.185,110.561,0,0.102,1.449,2.714,5.712,13.114,3.4e38
1160,297,3022,75.465,110.375,0,0.090,1.506,2.968,6.577,15.831,3.4e38
1161,298,3045,71.590,91.231,0,0.105,1.249,2.114,4.104,8.934,3.4e38
1162,298,3046,71.307,91.944,0,0.138,1.629,3.232,7.041,16.434,3.4e38
1163,298,3048,71.460,89.863,0,0.114,1.269,2.103,3.938,8.197,3.4e38
1164,298,3049,70.908,90.158,0,0.267,1.368,2.346,4.429,9.018,3.4e38
1165,298,3050,72.577,90.573,0,0.175,1.462,2.683,5.462,12.045,3.4e38
1166,298,3051,71.821,91.499,0,0.245,1.384,2.406,4.631,9.671,3.4e38
1167,298,3052,71.229,89.750,0,0.234,1.383,2.396,4.584,9.495,3.4e38
1168,298,3053,71.646,89.836,0,0.267,1.514,2.861,5.983,13.501,3.4e38
1169,298,3054,71.719,88.734,0,0.149,1.423,2.568,5.165,11.302,3.4e38
1170,298,3055,73.363,88.526,0,0.273,1.335,2.240,4.137,8.246,3.4e38
1171,298,3056,73.607,86.613,0,0.212,1.383,2.396,4.585,9.482,3.4e38
1172,298,3057,74.347,85.240,0,0.217,1.453,2.628,5.253,11.345,3.4e38
1173,298,3058,74.016,82.995,0,0.252,1.518,2.885,6.081,13.854,3.4e38
1174,298,3059,73.129,82.239,0,0.245,1.425,2.576,5.191,11.365,3.4e38
1175,298,3060,72.475,81.535,0,0.394,1.352,2.275,4.191,8.293,3.4e38
1176,298,3061,72.652,81.634,0,0.201,1.448,2.616,5.228,11.294,3.4e38
1177,298,3062,72.615,81.592,0,0.309,1.468,2.678,5.401,11.773,3.4e38
1178,298,3063,72.657,81.202,0,0.249,1.377,2.377,4.537,9.374,3.4e38
1179,298,3064,72.691,81.673,0,0.291,1.600,3.130,6.741,15.590,3.4e38
1180,298,3065,72.934,82.579,0,0.228,1.467,2.738,5.710,12.933,3.4e38
1181,298,3066,72.766,82.399,0,0.212,1.403,2.490,4.913,10.519,3.4e38
1182,298,3068,72.073,82.395,0,0.291,1.374,2.389,4.607,9.638,3.4e38
1183,298,3070,74.349,81.328,0,0.273,1.421,2.527,4.964,10.541,3.4e38
1184,298,3071,74.068,81.848,0,0.219,1.585,3.118,6.774,15.811,3.4e38
1185,298,3072,74.021,82.463,0,0.153,1.555,2.989,6.344,14.479,3.4e38
1186,298,3073,74.503,84.613,0,0.324,1.335,2.256,4.210,8.501,3.4e38
1187,298,3074,74.925,84.409,0,0.253,1.379,2.391,4.588,9.542,3.4e38
1188,298,3075,75.499,84.586,0,0.254,1.524,2.883,6.041,13.661,3.4e38
1189,298,3077,74.368,85.257,0,0.253,1.474,2.700,5.462,11.920,3.4e38
1190,298,3078,75.134,86.812,0,0.215,1.441,2.630,5.354,11.862,3.4e38
1191,298,3079,75.497,84.435,0,0.217,1.426,2.560,5.101,11.015,3.4e38
1192,298,3080,74.345,83.861,0,0.257,1.462,2.684,5.472,12.086,3.4e38
1193,298,3081,73.687,82.581,0,0.145,1.554,2.984,6.340,14.530,3.4e38
1194,298,3082,73.175,81.962,0,0.254,1.409,2.522,5.039,10.969,3.4e38
1195,298,3083,73.537,81.495,0,0.261,1.304,2.140,3.850,7.450,3.4e38
1196,298,3084,71.551,82.711,0,0.231,1.306,2.155,3.914,7.678,3.4e38
1197,298,3085,70.234,82.631,0,0.279,1.333,2.232,4.110,8.169,3.4e38
1198,298,3086,69.976,83.651,0,0.335,1.493,2.781,5.732,12.760,3.4e38
1199,298,3087,70.134,84.520,0,0.284,1.422,2.547,5.065,10.928,3.4e38
1200,298,3088,71.678,84.760,0,0.377,1.425,2.515,4.879,10.191,3.4e38
1201,298,3089,71.212,85.795,0,0.218,1.488,2.755,5.635,12.447,3.4e38
1202,298,3090,71.143,85.633,0,0.288,1.428,2.566,5.117,11.073,3.4e38
1203,298,3091,69.681,85.751,0,0.355,1.424,2.527,4.944,10.430,3.4e38
1204,298,3092,70.388,85.793,0,0.370,1.345,2.294,4.351,8.994,3.4e38
1205,298,3093,69.671,85.310,0,0.420,1.444,2.593,5.138,10.993,3.4e38
1206,298,3094,69.416,86.064,0,0.282,1.545,2.954,6.248,14.253,3.4e38
1207,298,3096,68.803,86.827,0,0.358,1.439,2.567,5.044,10.687,3.4e38
1208,298,3097,68.664,86.023,0,0.259,1.415,2.514,4.953,10.568,3.4e38
1209,298,3098,69.545,85.527,0,0.292,1.366,2.333,4.385,8.893,3.4e38
1210,298,3099,69.449,85.407,0,0.366,1.499,2.768,5.621,12.258,3.4e38
1211,298,3100,69.011,84.054,0,0.230,1.491,2.784,5.753,12.826,3.4e38
1212,298,3101,68.899,84.581,0,0.101,1.470,2.713,5.550,12.268,3.4e38
1213,298,3102,69.895,83.143,0,0.246,1.482,2.752,5.670,12.651,3.4e38
1214,298,3103,69.312,81.640,0,0.239,1.335,2.249,4.189,8.456,3.4e38
1215,298,3104,69.738,82.873,0,0.398,1.369,2.355,4.474,9.185,3.4e38
1216,298,3105,69.728,83.233,0,0.294,1.430,2.527,4.898,10.199,3.4e38
1217,298,3106,69.524,83.587,0,0.282,1.356,2.328,4.426,9.123,3.4e38
1218,298,3108,68.243,84.578,0,0.207,1.500,2.783,5.696,12.555,3.4e38
1219,298,3109,68.073,85.481,0,0.370,1.421,2.538,5.003,10.630,3.4e38
1220,298,3110,67.785,85.556,0,0.316,1.456,2.644,5.309,11.505,3.4e38
1221,298,3111,67.184,85.162,0,0.336,1.392,2.451,4.795,10.191,3.4e38
1222,298,3112,66.608,85.874,0,0.243,1.526,2.885,6.039,13.672,3.4e38
1223,298,3113,66.541,85.848,0,0.191,1.491,2.769,5.701,12.719,3.4e38
1224,298,3114,66.376,86.208,0,0.232,1.449,2.636,5.329,11.699,3.4e38
1225,298,3115,67.159,85.215,0,0.193,1.398,2.476,4.883,10.479,3.4e38
1226,299,3118,67.565,84.523,0,0.214,1.458,2.635,5.233,11.175,3.4e38
1227,299,3119,67.272,84.811,0,0.307,1.368,2.336,4.383,8.857,3.4e38
1228,299,3120,67.583,84.582,0,0.485,1.426,2.526,4.928,10.356,3.4e38
1229,299,3121,67.641,84.959,0,0.252,1.473,2.699,5.461,11.912,3.4e38
1230,299,3122,67.348,85.576,0,0.401,1.403,2.457,4.741,9.873,3.4e38
1231,299,3123,67.456,85.508,0,0.353,1.322,2.202,4.031,7.949,3.4e38
1232,299,3124,67.494,85.554,0,0.330,1.424,2.519,4.915,10.348,3.4e38
1233,299,3125,67.436,85.654,0,0.432,1.383,2.380,4.498,9.136,3.4e38
1234,299,3126,67.624,85.603,0,0.211,1.340,2.257,4.182,8.366,3.4e38
1235,299,3127,66.904,85.246,0,0.347,1.454,2.621,5.201,11.108,3.4e38
1236,299,3128,66.510,84.516,0,0.153,1.370,2.370,4.546,9.459,3.4e38
1237,299,3129,67.591,85.370,0,0.362,1.310,2.170,3.955,7.776,3.4e38
1238,299,3130,67.851,85.148,0,0.314,1.423,2.548,5.056,10.872,3.4e38
1239,299,3131,67.175,85.019,0,0.337,1.462,2.687,5.493,12.183,3.4e38
1240,299,3132,67.180,84.484,0,0.343,1.450,2.616,5.202,11.154,3.4e38
1241,299,3133,67.175,83.643,0,0.177,1.448,2.649,5.379,11.821,3.4e38
1242,299,3135,64.546,85.565,0,0.313,1.351,2.292,4.284,8.648,3.4e38
1243,299,3136,64.235,86.073,0,0.236,1.324,2.220,4.124,8.312,3.4e38
1244,299,3137,64.302,86.004,0,0.268,1.444,2.606,5.193,11.157,3.4e38
1245,299,3138,64.516,86.270,0,0.424,1.354,2.317,4.387,9.002,3.4e38
1246,299,3139,64.613,86.409,0,0.198,1.427,2.555,5.077,10.940,3.4e38
1247,299,3140,65.566,87.005,0,0.159,1.570,3.066,6.617,15.374,3.4e38
1248,299,3141,64.558,86.179,0,0.189,1.544,2.968,6.319,14.517,3.4e38
1249,299,3142,64.842,85.717,0,0.166,1.557,3.014,6.465,14.959,3.4e38
1250,299,3143,65.196,86.319,0,0.292,1.402,2.479,4.854,10.285,3.4e38
1251,299,3144,65.033,86.382,0,0.235,1.413,2.506,4.919,10.449,3.4e38
1252,299,3146,64.675,86.374,0,0.293,1.326,2.205,4.042,8.003,3.4e38
1253,299,3147,64.197,86.399,0,0.199,1.429,2.562,5.096,11.001,3.4e38
1254,300,3148,79.796,63.508,0,0.101,1.531,2.916,6.150,13.987,3.4e38
1255,300,3149,81.991,64.910,0,0.249,1.525,2.961,6.413,15.043,3.4e38
1256,301,3151,65.029,86.430,0,0.140,1.492,2.814,5.928,13.576,3.4e38
1257,301,3152,63.748,87.302,0,0.185,1.504,2.848,6.003,13.706,3.4e38
1258,301,3153,64.529,87.740,0,0.170,1.388,2.490,5.043,11.253,3.4e38
1259,302,3156,63.143,87.921,0,0.187,1.509,2.893,6.178,14.281,3.4e38
1260,302,3157,63.643,88.629,0,0.206,1.523,2.857,5.914,13.180,3.4e38
1261,302,3158,63.041,88.694,0,0.357,1.486,2.752,5.639,12.477,3.4e38
1262,302,3159,63.540,88.705,0,0.469,1.381,2.384,4.528,9.280,3.4e38
1263,302,3160,63.689,89.130,0,0.278,1.350,2.297,4.323,8.810,3.4e38
1264,302,3161,63.925,88.089,0,0.506,1.416,2.517,4.953,10.557,3.4e38
1265,302,3162,63.838,88.029,0,0.483,1.367,2.356,4.500,9.332,3.4e38
1266,302,3163,63.656,87.550,0,0.409,1.329,2.202,3.984,7.713,3.4e38
1267,302,3164,63.274,87.414,0,0.605,1.327,2.198,3.979,7.707,3.4e38
1268,303,3166,104.613,53.049,0,0.590,1.553,2.975,6.283,14.267,3.4e38
1269,303,3168,99.003,51.019,0,0.153,1.603,3.215,7.139,17.036,3.4e38
1270,303,3170,98.398,53.693,0,0.419,1.617,3.212,7.020,16.446,3.4e38
1271,303,3171,97.497,51.187,0,0.515,1.581,3.084,6.634,15.337,3.4e38
1272,303,3172,100.628,49.730,0,0.659,1.533,2.879,5.944,13.177,3.4e38
1273,303,3174,101.166,59.539,0,0.417,1.600,3.156,6.865,16.044,3.4e38
1274,303,3175,100.203,59.171,0,0.551,1.576,3.038,6.432,14.601,3.4e38
1275,304,3167,63.192,86.942,0,0.216,1.467,2.704,5.517,12.156,3.4e38
1276,304,3169,63.547,87.193,0,0.372,1.351,2.292,4.280,8.625,3.4e38
1277,305,3177,60.220,99.352,0,0.358,1.421,2.536,5.004,10.664,3.4e38
1278,305,3178,60.157,99.148,0,0.357,1.495,2.781,5.722,12.719,3.4e38
1279,305,3179,59.691,98.576,0,0.375,1.425,2.553,5.070,10.904,3.4e38
1280,305,3180,59.867,98.227,0,0.391,1.438,2.580,5.107,10.907,3.4e38
1281,305,3181,60.544,98.923,0,0.451,1.443,2.583,5.090,10.799,3.4e38
1282,305,3182,60.711,99.235,0,0.585,1.385,2.397,4.584,9.485,3.4e38
1283,305,3183,60.494,99.772,0,0.317,1.292,2.154,4.011,8.193,3.4e38
1284,305,3184,61.128,99.495,0,0.353,1.449,2.614,5.223,11.304,3.4e38
1285,305,3185,60.920,99.807,0,0.376,1.484,2.759,5.691,12.689,3.4e38
1286,305,3186,61.399,100.169,0,0.286,1.348,2.309,4.390,9.074,3.4e38
1287,305,3187,61.201,99.607,0,0.323,1.412,2.488,4.836,10.153,3.4e38
1288,305,3188,60.496,98.908,0,0.466,1.387,2.411,4.625,9.579,3.4e38
1289,305,3189,61.362,99.116,0,0.501,1.371,2.362,4.485,9.180,3.4e38
1290,305,3190,62.190,99.396,0,0.469,1.369,2.359,4.494,9.282,3.4e38
1291,305,3191,62.405,99.643,0,0.402,1.341,2.257,4.179,8.342,3.4e38
1292,305,3193,60.471,100.790,0,0.389,1.498,2.789,5.741,12.765,3.4e38
1293,305,3194,60.497,99.603,0,0.489,1.330,2.204,3.989,7.731,3.4e38
1294,305,3195,61.292,99.404,0,0.208,1.450,2.611,5.179,11.069,3.4e38
1295,305,3196,60.455,98.942,0,0.484,1.410,2.481,4.825,10.157,3.4e38
1296,305,3197,60.236,99.323,0,0.470,1.403,2.465,4.779,10.010,3.4e38
1297,305,3198,59.973,100.127,0,0.389,1.470,2.699,5.484,12.045,3.4e38
1298,305,3199,60.278,100.605,0,0.383,1.444,2.583,5.086,10.778,3.4e38
1299,305,3201,60.068,101.126,0,0.334,1.480,2.720,5.512,12.037,3.4e38
1300,305,3202,60.001,100.411,0,0.480,1.464,2.676,5.416,11.856,3.4e38
1301,305,3203,59.778,100.844,0,0.321,1.490,2.740,5.544,12.055,3.4e38
1302,305,3204,59.826,99.654,0,0.452,1.384,2.376,4.463,8.979,3.4e38
1303,305,3205,59.953,99.512,0,0.334,1.491,2.773,5.711,12.733,3.4e38
1304,305,3206,58.815,98.609,0,0.296,1.385,2.403,4.597,9.495,3.4e38
1305,305,3207,59.256,98.521,0,0.367,1.346,2.281,4.254,8.550,3.4e38
1306,305,3208,59.686,98.406,0,0.414,1.551,2.939,6.120,13.678,3.4e38
1307,305,3209,59.655,99.447,0,0.333,1.510,2.831,5.865,13.096,3.4e38
1308,305,3210,59.752,99.588,0,0.232,1.647,3.321,7.354,17.433,3.4e38
1309,305,3211,60.330,99.283,0,0.327,1.370,2.407,4.714,10.059,3.4e38
1310,305,3212,60.175,98.996,0,0.346,1.501,2.839,5.981,13.655,3.4e38
1311,305,3213,59.644,98.852,0,0.254,1.497,2.747,5.539,12.008,3.4e38
1312,305,3214,59.536,98.913,0,0.363,1.480,2.771,5.779,13.071,3.4e38
1313,305,3215,59.778,98.545,0,0.407,1.374,2.382,4.574,9.528,3.4e38
1314,305,3216,59.999,98.714,0,0.403,1.506,2.836,5.918,13.342,3.4e38
1315,305,3218,59.951,99.428,0,0.333,1.462,2.657,5.331,11.536,3.4e38
1316,305,3219,59.921,99.700,0,0.436,1.475,2.734,5.631,12.570,3.4e38
1317,305,3220,60.504,100.179,0,0.423,1.391,2.434,4.708,9.843,3.4e38
1318,305,3221,60.277,99.316,0,0.463,1.373,2.351,4.424,8.964,3.4e38
1319,305,3222,60.394,98.379,0,0.538,1.416,2.502,4.880,10.280,3.4e38
1320,305,3223,60.474,98.365,0,0.524,1.404,2.462,4.760,9.931,3.4e38
1321,305,3224,60.487,98.201,0,0.433,1.401,2.453,4.737,9.874,3.4e38
1322,305,3225,60.148,97.778,0,0.491,1.530,2.890,6.022,13.504,3.4e38
1323,305,3226,60.794,97.825,0,0.579,1.385,2.388,4.527,9.255,3.4e38
